PERSON_LEGISLATIVE_ID|EFFECTIVE_START_DATE|EFFECTIVE_END_DATE|BUSINESS_GROUP_ID|PERSON_ID|LEGISLATION_CODE|HIGHEST_EDUCATION_LEVEL|MARITAL_STATUS|MARITAL_STATUS_DATE|SEX|ATTRIBUTE_CATEGORY|ATTRIBUTE1|ATTRIBUTE2|ATTRIBUTE3|ATTRIBUTE4|ATTRIBUTE5|ATTRIBUTE6|ATTRIBUTE7|ATTRIBUTE8|ATTRIBUTE9|ATTRIBUTE10|ATTRIBUTE11|ATTRIBUTE12|ATTRIBUTE13|ATTRIBUTE14|ATTRIBUTE15|ATTRIBUTE16|ATTRIBUTE17|ATTRIBUTE18|ATTRIBUTE19|ATTRIBUTE20|ATTRIBUTE21|ATTRIBUTE22|ATTRIBUTE23|ATTRIBUTE24|ATTRIBUTE25|ATTRIBUTE26|ATTRIBUTE27|ATTRIBUTE28|ATTRIBUTE29|ATTRIBUTE30|PER_INFROMATION_CATEGORY|PER_INFORMATION1|PER_INFORMATION2|PER_INFORMATION3|PER_INFORMATION4|PER_INFORMATION5|PER_INFORMATION6|PER_INFORMATION7|PER_INFORMATION8|PER_INFORMATION9|PER_INFORMATION10|PER_INFORMATION11|PER_INFORMATION12|PER_INFORMATION13|PER_INFORMATION14|PER_INFORMATION15|PER_INFORMATION16|PER_INFORMATION17|PER_INFORMATION18|PER_INFORMATION19|PER_INFORMATION20|PER_INFORMATION21|PER_INFORMATION22|PER_INFORMATION23|PER_INFORMATION24|PER_INFORMATION25|PER_INFORMATION26|PER_INFORMATION27|PER_INFORMATION28|PER_INFORMATION29|PER_INFORMATION30|PER_INFORMATION_DATE1|PER_INFORMATION_DATE2|PER_INFORMATION_DATE3|PER_INFORMATION_DATE4|PER_INFORMATION_DATE5|PER_INFORMATION_DATE6|PER_INFORMATION_DATE7|PER_INFORMATION_DATE8|PER_INFORMATION_DATE9|PER_INFORMATION_DATE10|PER_INFORMATION_DATE11|PER_INFORMATION_DATE12|PER_INFORMATION_DATE13|PER_INFORMATION_DATE14|PER_INFORMATION_DATE15|PER_INFORMATION_NUMBER1|PER_INFORMATION_NUMBER2|PER_INFORMATION_NUMBER3|PER_INFORMATION_NUMBER4|PER_INFORMATION_NUMBER5|PER_INFORMATION_NUMBER6|PER_INFORMATION_NUMBER7|PER_INFORMATION_NUMBER8|PER_INFORMATION_NUMBER9|PER_INFORMATION_NUMBER10|PER_INFORMATION_NUMBER11|PER_INFORMATION_NUMBER12|PER_INFORMATION_NUMBER13|PER_INFORMATION_NUMBER14|PER_INFORMATION_NUMBER15|PER_INFORMATION_NUMBER16|PER_INFORMATION_NUMBER17|PER_INFORMATION_NUMBER18|PER_INFORMATION_NUMBER19|PER_INFORMATION_NUMBER20|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
L99|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P99|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L99
L100|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P100|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L100
L101|2002-06-10|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P101|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L101
L102|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P102|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L102
L103|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P103|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L103
L104|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P104|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L104
L105|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P105|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L105
L106|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P106|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L106
L107|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P107|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L107
L108|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P108|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L108
L109|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P109|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L109
L110|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P110|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L110
L111|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P111|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L111
L112|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P112|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L112
L113|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P113|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L113
L114|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P114|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L114
L115|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P115|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L115
L116|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P116|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L116
L117|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P117|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L117
L118|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P118|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L118
L119|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P119|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L119
L120|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P120|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L120
L121|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P121|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L121
L122|2000-05-29|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P122|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L122
L123|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P123|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L123
L124|2000-03-15|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P124|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L124
L125|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P125|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L125
L126|2000-06-08|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P126|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L126
L127|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P127|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L127
L128|2000-03-13|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P128|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L128
L129|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P129|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L129
L130|2000-03-15|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P130|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L130
L131|2000-03-15|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P131|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L131
L132|2000-03-16|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P132|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L132
L133|2000-03-21|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P133|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L133
L134|2000-03-21|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P134|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L134
L135|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P135|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L135
L136|2000-04-10|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P136|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L136
L137|2000-04-26|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P137|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L137
L138|2000-07-11|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P138|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L138
L139|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P139|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L139
L140|2000-05-22|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P140|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L140
L141|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P141|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L141
L142|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P142|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L142
L143|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P143|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L143
L144|2000-06-05|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P144|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L144
L145|2000-06-06|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P145|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L145
L146|2000-06-08|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P146|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L146
L147|2000-06-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P147|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L147
L148|2000-06-06|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P148|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L148
L149|2000-06-19|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P149|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L149
L150|2000-06-23|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P150|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L150
L151|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P151|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L151
L152|2000-06-26|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P152|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L152
L153|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P153|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L153
L154|2000-06-27|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P154|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L154
L155|2000-06-28|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P155|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L155
L156|2000-06-29|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P156|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L156
L157|2000-06-29|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P157|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L157
L158|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P158|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L158
L159|2000-07-03|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P159|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L159
L160|2000-07-03|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P160|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L160
L161|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P161|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L161
L162|2000-07-13|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P162|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L162
L163|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P163|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L163
L164|2000-07-24|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P164|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L164
L165|2000-07-31|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P165|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L165
L166|2000-07-31|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P166|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L166
L167|2000-08-07|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P167|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L167
L168|2000-08-08|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P168|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L168
L169|2000-08-08|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P169|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L169
L170|2000-08-14|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P170|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L170
L171|2000-08-28|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P171|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L171
L172|2000-08-28|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P172|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L172
L173|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P173|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L173
L174|2000-09-18|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P174|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L174
L175|2000-09-25|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P175|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L175
L176|2000-10-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P176|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L176
L177|2000-10-03|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P177|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L177
L178|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P178|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L178
L179|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P179|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L179
L180|2000-11-01|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P180|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L180
L181|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P181|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L181
L183|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P183|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L183
L184|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P184|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L184
L185|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P185|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L185
L186|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P186|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L186
L187|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P187|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L187
L188|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P188|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L188
L189|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P189|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L189
L190|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P190|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L190
L191|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P191|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L191
L192|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P192|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L192
L193|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P193|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L193
L194|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P194|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L194
L195|2001-02-08|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P195|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L195
L196|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P196|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L196
L197|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P197|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L197
L198|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P198|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L198
L199|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P199|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L199
L200|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P200|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L200
L201|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P201|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L201
L202|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P202|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L202
L203|2001-03-06|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P203|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L203
L204|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P204|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L204
L205|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P205|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L205
L206|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P206|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L206
L207|2001-03-13|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P207|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L207
L208|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P208|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L208
L209|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P209|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L209
L210|2000-03-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P210|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L210
