PERSON_LEGISLATIVE_ID|EFFECTIVE_START_DATE|EFFECTIVE_END_DATE|BUSINESS_GROUP_ID|PERSON_ID|LEGISLATION_CODE|HIGHEST_EDUCATION_LEVEL|MARITAL_STATUS|MARITAL_STATUS_DATE|SEX|ATTRIBUTE_CATEGORY|ATTRIBUTE1|ATTRIBUTE2|ATTRIBUTE3|ATTRIBUTE4|ATTRIBUTE5|ATTRIBUTE6|ATTRIBUTE7|ATTRIBUTE8|ATTRIBUTE9|ATTRIBUTE10|ATTRIBUTE11|ATTRIBUTE12|ATTRIBUTE13|ATTRIBUTE14|ATTRIBUTE15|ATTRIBUTE16|ATTRIBUTE17|ATTRIBUTE18|ATTRIBUTE19|ATTRIBUTE20|ATTRIBUTE21|ATTRIBUTE22|ATTRIBUTE23|ATTRIBUTE24|ATTRIBUTE25|ATTRIBUTE26|ATTRIBUTE27|ATTRIBUTE28|ATTRIBUTE29|ATTRIBUTE30|PER_INFROMATION_CATEGORY|PER_INFORMATION1|PER_INFORMATION2|PER_INFORMATION3|PER_INFORMATION4|PER_INFORMATION5|PER_INFORMATION6|PER_INFORMATION7|PER_INFORMATION8|PER_INFORMATION9|PER_INFORMATION10|PER_INFORMATION11|PER_INFORMATION12|PER_INFORMATION13|PER_INFORMATION14|PER_INFORMATION15|PER_INFORMATION16|PER_INFORMATION17|PER_INFORMATION18|PER_INFORMATION19|PER_INFORMATION20|PER_INFORMATION21|PER_INFORMATION22|PER_INFORMATION23|PER_INFORMATION24|PER_INFORMATION25|PER_INFORMATION26|PER_INFORMATION27|PER_INFORMATION28|PER_INFORMATION29|PER_INFORMATION30|PER_INFORMATION_DATE1|PER_INFORMATION_DATE2|PER_INFORMATION_DATE3|PER_INFORMATION_DATE4|PER_INFORMATION_DATE5|PER_INFORMATION_DATE6|PER_INFORMATION_DATE7|PER_INFORMATION_DATE8|PER_INFORMATION_DATE9|PER_INFORMATION_DATE10|PER_INFORMATION_DATE11|PER_INFORMATION_DATE12|PER_INFORMATION_DATE13|PER_INFORMATION_DATE14|PER_INFORMATION_DATE15|PER_INFORMATION_NUMBER1|PER_INFORMATION_NUMBER2|PER_INFORMATION_NUMBER3|PER_INFORMATION_NUMBER4|PER_INFORMATION_NUMBER5|PER_INFORMATION_NUMBER6|PER_INFORMATION_NUMBER7|PER_INFORMATION_NUMBER8|PER_INFORMATION_NUMBER9|PER_INFORMATION_NUMBER10|PER_INFORMATION_NUMBER11|PER_INFORMATION_NUMBER12|PER_INFORMATION_NUMBER13|PER_INFORMATION_NUMBER14|PER_INFORMATION_NUMBER15|PER_INFORMATION_NUMBER16|PER_INFORMATION_NUMBER17|PER_INFORMATION_NUMBER18|PER_INFORMATION_NUMBER19|PER_INFORMATION_NUMBER20|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
L1605931922|2014-06-23|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1605931922|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1605931922
L1605999286|2014-06-05|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1605999286|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1605999286
L1606940813|2013-07-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1606940813|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1606940813
L1608727944|2011-10-19|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1608727944|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1608727944
L161468638|2015-01-05|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P161468638|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L161468638
L161779613|2002-05-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P161779613|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L161779613
L1618260849|2008-11-06|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1618260849|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1618260849
L1618711616|2002-06-03|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1618711616|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1618711616
L1620812655|2013-07-01|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1620812655|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1620812655
L1628054018|2004-04-27|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1628054018|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1628054018
L1630445767|2012-09-17|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1630445767|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1630445767
L1631593517|2001-01-08|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1631593517|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1631593517
L1632684238|2013-02-08|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1632684238|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1632684238
L163367117|2006-03-15|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P163367117|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L163367117
L1634481174|2011-01-18|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1634481174|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1634481174
L1635542505|2004-03-04|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1635542505|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1635542505
L1636273830|2013-12-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1636273830|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1636273830
L1637914179|2008-09-23|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1637914179|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1637914179
L1639319733|2013-12-28|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1639319733|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1639319733
L164768330|2003-10-03|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P164768330|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L164768330
L1652465277|2011-03-01|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1652465277|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1652465277
L1653764283|2000-06-08|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1653764283|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1653764283
L165583199|2006-02-13|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P165583199|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L165583199
L1662135739|2000-12-07|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1662135739|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1662135739
L1666081503|2011-05-03|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1666081503|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1666081503
L1670096976|2011-04-20|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1670096976|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1670096976
L1670194204|2003-03-19|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1670194204|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1670194204
L1673297953|2000-07-04|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1673297953|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1673297953
L1674766769|2013-07-01|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1674766769|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1674766769
L1684958510|2013-02-15|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1684958510|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1684958510
L1686484512|2006-05-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1686484512|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1686484512
L1693661387|2012-07-11|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1693661387|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1693661387
L1694902991|2005-09-27|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1694902991|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1694902991
L1696596016|2004-11-01|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1696596016|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1696596016
L1705467848|2011-02-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1705467848|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1705467848
L1710419597|2002-07-12|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1710419597|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1710419597
L1714989167|2004-10-20|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1714989167|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1714989167
L171603011|2003-02-03|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P171603011|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L171603011
L1718253742|2012-06-15|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1718253742|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1718253742
L1719178950|2013-09-12|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1719178950|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1719178950
L1719930434|2013-08-15|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1719930434|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1719930434
L1729360933|2010-06-01|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1729360933|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1729360933
L1730617297|2001-04-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1730617297|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1730617297
L1732401867|2002-05-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1732401867|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1732401867
L1734546258|2003-05-15|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1734546258|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1734546258
L173666511|2007-10-12|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P173666511|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L173666511
L1738211785|2002-04-01|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1738211785|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1738211785
L1739713191|2014-10-17|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1739713191|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1739713191
L1742278002|2010-08-16|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1742278002|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1742278002
L1745112065|2007-04-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1745112065|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1745112065
L1749373011|2012-08-22|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1749373011|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1749373011
L1750028798|2008-02-01|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1750028798|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1750028798
L175163087|2015-02-24|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P175163087|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L175163087
L1755536938|2011-10-13|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1755536938|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1755536938
L1755660477|2015-02-23|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1755660477|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1755660477
L1756523843|2006-01-23|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1756523843|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1756523843
L1758579784|2002-12-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1758579784|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1758579784
L176039912|2011-08-22|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P176039912|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L176039912
L1762192155|2009-07-07|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1762192155|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1762192155
L1763229024|2004-02-06|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1763229024|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1763229024
L1764189610|2007-09-03|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1764189610|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1764189610
L1766199362|2011-10-24|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1766199362|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1766199362
L1768336571|2009-03-26|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1768336571|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1768336571
L1769188125|2004-07-20|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1769188125|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1769188125
L1769603568|2007-09-07|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1769603568|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1769603568
L1771429618|2014-06-23|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1771429618|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1771429618
L1775698976|2012-09-14|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1775698976|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1775698976
L1783451616|2013-03-26|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1783451616|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1783451616
L1785766987|2014-07-03|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1785766987|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1785766987
L1787933880|2005-10-12|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1787933880|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1787933880
L1789148477|2004-09-28|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1789148477|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1789148477
L1791786050|2000-06-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1791786050|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1791786050
L1804568456|2000-09-18|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1804568456|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1804568456
L1806800269|2000-05-29|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1806800269|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1806800269
L1806888836|2002-05-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1806888836|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1806888836
L1813606273|2002-12-06|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1813606273|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1813606273
L1816318121|2008-08-27|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1816318121|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1816318121
L1823150702|2014-07-30|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1823150702|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1823150702
L183172118|2008-02-07|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P183172118|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L183172118
L1833640978|2007-04-10|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1833640978|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1833640978
L1834151621|2004-07-22|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1834151621|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1834151621
L1835534855|2002-05-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1835534855|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1835534855
L1838427766|2002-12-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1838427766|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1838427766
L1839552590|2008-08-25|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1839552590|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1839552590
L1842235464|2001-07-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1842235464|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1842235464
L1844215466|2001-01-25|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1844215466|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1844215466
L1846748802|2002-04-09|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1846748802|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1846748802
L1852192820|2010-05-31|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1852192820|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1852192820
L1854659121|2001-09-26|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1854659121|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1854659121
L1855100174|2006-07-12|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1855100174|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1855100174
L1864304169|2011-05-13|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1864304169|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1864304169
L1864754819|2012-01-17|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1864754819|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1864754819
L1865192934|2002-05-02|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1865192934|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1865192934
L1865560180|2013-08-26|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1865560180|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1865560180
L1871114169|2013-12-28|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1871114169|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1871114169
L1871774540|2014-07-03|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1871774540|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1871774540
L1873313441|2005-04-01|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1873313441|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1873313441
L1874017257|2003-03-03|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1874017257|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1874017257
L1874149731|2005-08-01|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1874149731|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1874149731
L1875921928|2012-06-15|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1875921928|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1875921928
L1878314069|2004-01-06|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1878314069|KZ||||F||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1878314069
L1878964875|2009-03-17|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1878964875|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1878964875
L1880812348|2005-03-14|4712-12-31|188772AEC11AAD11E053A647660A0CF2|P1880812348|KZ||||M||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||PERS_DATA_EFFDT|L1880812348
