ACTION_OCCURRENCE_ID|ADDS_TO_BUDGET|ASSIGN_WORK_MEASURE_ID|ASSIGNMENT_ID|BUSINESS_GROUP_ID|FFECTIVE_START_DATE|EFFECTIVE_END_DATE|UNIT|VALUE|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
|Y|ASG_FTE_P5753|ASSIG5753||2007-08-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P5783|ASSIG5783||2007-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5784|ASSIG5784||2007-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5789|ASSIG5789||2007-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5790|ASSIG5790||2007-09-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P5797|ASSIG5797||2007-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P5798|ASSIG5798||2007-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P5799|ASSIG5799||2007-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P5800|ASSIG5800||2007-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P5839|ASSIG5839||2007-09-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P5840|ASSIG5840||2007-09-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P5841|ASSIG5841||2007-09-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P5846|ASSIG5846||2007-09-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P5868|ASSIG5868||2007-09-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P5871|ASSIG5871||2007-09-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P5873|ASSIG5873||2007-09-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P5876|ASSIG5876||2007-09-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P5886|ASSIG5886||2007-09-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P5893|ASSIG5893||2007-09-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P5897|ASSIG5897||2007-09-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P5901|ASSIG5901||2007-09-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P5915|ASSIG5915||2007-10-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5916|ASSIG5916||2007-10-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5920|ASSIG5920||2007-10-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P5921|ASSIG5921||2007-10-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5925|ASSIG5925||2007-10-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P5929|ASSIG5929||2007-10-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P5930|ASSIG5930||2007-10-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P5942|ASSIG5942||2007-10-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P5946|ASSIG5946||2007-10-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P5952|ASSIG5952||2007-10-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P5959|ASSIG5959||2007-10-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P5979|ASSIG5979||2007-10-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P5982|ASSIG5982||2007-10-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P5995|ASSIG5995||2007-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P5996|ASSIG5996||2007-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P5997|ASSIG5997||2007-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6008|ASSIG6008||2007-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6009|ASSIG6009||2007-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6011|ASSIG6011||2007-11-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6015|ASSIG6015||2007-11-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P6023|ASSIG6023||2007-11-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6024|ASSIG6024||2007-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6030|ASSIG6030||2007-11-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P6033|ASSIG6033||2007-11-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6039|ASSIG6039||2007-11-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P6060|ASSIG6060||2007-11-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P6062|ASSIG6062||2007-11-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P6068|ASSIG6068||2007-12-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P6069|ASSIG6069||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6081|ASSIG6081||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6082|ASSIG6082||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6083|ASSIG6083||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6097|ASSIG6097||2007-11-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P6109|ASSIG6109||2007-11-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P6113|ASSIG6113||2007-11-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P6117|ASSIG6117||2007-11-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P6118|ASSIG6118||2007-12-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P6119|ASSIG6119||2007-12-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P6139|ASSIG6139||2007-12-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6164|ASSIG6164||2007-12-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P6171|ASSIG6171||2007-12-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P6179|ASSIG6179||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6180|ASSIG6180||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6181|ASSIG6181||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6182|ASSIG6182||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6183|ASSIG6183||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6184|ASSIG6184||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6185|ASSIG6185||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6186|ASSIG6186||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6187|ASSIG6187||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6188|ASSIG6188||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6189|ASSIG6189||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6190|ASSIG6190||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6191|ASSIG6191||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6192|ASSIG6192||2008-01-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6197|ASSIG6197||2007-12-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P6211|ASSIG6211||2007-12-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P6212|ASSIG6212||2007-12-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P6214|ASSIG6214||2007-12-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P6215|ASSIG6215||2007-12-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P6243|ASSIG6243||2008-01-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P6245|ASSIG6245||2008-01-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P6256|ASSIG6256||2008-01-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P6273|ASSIG6273||2008-01-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P6274|ASSIG6274||2008-01-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P6295|ASSIG6295||2008-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6296|ASSIG6296||2008-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6299|ASSIG6299||2008-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6308|ASSIG6308||2008-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P6311|ASSIG6311||2008-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6312|ASSIG6312||2008-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6313|ASSIG6313||2008-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6314|ASSIG6314||2008-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6316|ASSIG6316||2008-02-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P6317|ASSIG6317||2008-02-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P6318|ASSIG6318||2008-02-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P6355|ASSIG6355||2008-02-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P6370|ASSIG6370||2008-02-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P6387|ASSIG6387||2008-03-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6432|ASSIG6432||2008-03-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P6436|ASSIG6436||2008-03-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P6438|ASSIG6438||2008-03-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P6454|ASSIG6454||2008-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6455|ASSIG6455||2008-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6456|ASSIG6456||2008-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6457|ASSIG6457||2008-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6461|ASSIG6461||2008-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6474|ASSIG6474||2008-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P6508|ASSIG6508||2008-04-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P6509|ASSIG6509||2008-04-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P6526|ASSIG6526||2008-04-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P6528|ASSIG6528||2008-04-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P6531|ASSIG6531||2008-04-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P6533|ASSIG6533||2008-04-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P6543|ASSIG6543||2008-05-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P6547|ASSIG6547||2008-04-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P6548|ASSIG6548||2008-04-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P6549|ASSIG6549||2008-04-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P6550|ASSIG6550||2008-04-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P6561|ASSIG6561||2008-05-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P6606|ASSIG6606||2008-05-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6655|ASSIG6655||2008-06-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6656|ASSIG6656||2008-06-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6657|ASSIG6657||2008-06-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6658|ASSIG6658||2008-06-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6659|ASSIG6659||2008-06-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6660|ASSIG6660||2008-06-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6661|ASSIG6661||2008-06-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6662|ASSIG6662||2008-06-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6663|ASSIG6663||2008-06-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6664|ASSIG6664||2008-06-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P6680|ASSIG6680||2008-06-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P6746|ASSIG6746||2008-06-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P6762|ASSIG6762||2008-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P6763|ASSIG6763||2008-07-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P6785|ASSIG6785||2008-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P6786|ASSIG6786||2008-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P6788|ASSIG6788||2008-07-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P6812|ASSIG6812||2008-07-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P6866|ASSIG6866||2008-07-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P6868|ASSIG6868||2008-07-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P6968|ASSIG6968||2008-08-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P7000|ASSIG7000||2008-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P7001|ASSIG7001||2008-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P7002|ASSIG7002||2008-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P7006|ASSIG7006||2008-08-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P7008|ASSIG7008||2008-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P7014|ASSIG7014||2008-09-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P7021|ASSIG7021||2008-10-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P7058|ASSIG7058||2008-09-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7095|ASSIG7095||2008-10-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7096|ASSIG7096||2008-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P7113|ASSIG7113||2008-10-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P7114|ASSIG7114||2008-10-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7129|ASSIG7129||2008-10-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P7153|ASSIG7153||2008-10-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P7154|ASSIG7154||2008-10-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P7155|ASSIG7155||2008-10-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P7164|ASSIG7164||2008-10-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P7189|ASSIG7189||2008-11-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7200|ASSIG7200||2008-11-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P7201|ASSIG7201||2008-11-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P7202|ASSIG7202||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7225|ASSIG7225||2008-10-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7234|ASSIG7234||2008-11-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P7240|ASSIG7240||2008-12-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P7249|ASSIG7249||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7250|ASSIG7250||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7251|ASSIG7251||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7252|ASSIG7252||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7254|ASSIG7254||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7255|ASSIG7255||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7256|ASSIG7256||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7257|ASSIG7257||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7258|ASSIG7258||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7259|ASSIG7259||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7260|ASSIG7260||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7261|ASSIG7261||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7262|ASSIG7262||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7263|ASSIG7263||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7264|ASSIG7264||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7265|ASSIG7265||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7266|ASSIG7266||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7273|ASSIG7273||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7274|ASSIG7274||2008-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P7279|ASSIG7279||2008-11-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7284|ASSIG7284||2008-11-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P7324|ASSIG7324||2008-12-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P7325|ASSIG7325||2008-12-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P7346|ASSIG7346||2008-12-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P7347|ASSIG7347||2008-12-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P7350|ASSIG7350||2008-12-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P8318|ASSIG8318||2009-07-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8321|ASSIG8321||2009-07-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8322|ASSIG8322||2009-07-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8401|ASSIG8401||2009-07-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P7379|ASSIG7379||2008-12-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P7380|ASSIG7380||2008-12-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P7393|ASSIG7393||2009-01-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P7406|ASSIG7406||2009-01-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P7427|ASSIG7427||2009-01-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P7438|ASSIG7438||2009-01-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P7440|ASSIG7440||2009-01-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7441|ASSIG7441||2009-01-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P7442|ASSIG7442||2009-01-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P7444|ASSIG7444||2009-01-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P7446|ASSIG7446||2009-01-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P7472|ASSIG7472||2009-01-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P7490|ASSIG7490||2009-02-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P7497|ASSIG7497||2009-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7498|ASSIG7498||2009-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7499|ASSIG7499||2009-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7500|ASSIG7500||2009-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7501|ASSIG7501||2009-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7504|ASSIG7504||2009-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7505|ASSIG7505||2009-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7506|ASSIG7506||2009-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7508|ASSIG7508||2009-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7509|ASSIG7509||2009-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7515|ASSIG7515||2009-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P7536|ASSIG7536||2009-02-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7542|ASSIG7542||2009-01-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P7546|ASSIG7546||2009-02-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P7568|ASSIG7568||2009-02-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P7569|ASSIG7569||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7570|ASSIG7570||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7571|ASSIG7571||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7572|ASSIG7572||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7573|ASSIG7573||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7574|ASSIG7574||2009-02-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P7576|ASSIG7576||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7577|ASSIG7577||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7578|ASSIG7578||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7579|ASSIG7579||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7580|ASSIG7580||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7581|ASSIG7581||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7582|ASSIG7582||2009-02-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P7584|ASSIG7584||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7585|ASSIG7585||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7588|ASSIG7588||2009-02-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P7589|ASSIG7589||2009-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7594|ASSIG7594||2009-02-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P7600|ASSIG7600||2009-03-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P7606|ASSIG7606||2009-03-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P7612|ASSIG7612||2009-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P7613|ASSIG7613||2009-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P7620|ASSIG7620||2009-03-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P7633|ASSIG7633||2009-03-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P7634|ASSIG7634||2009-03-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P7641|ASSIG7641||2009-03-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P7658|ASSIG7658||2009-03-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7660|ASSIG7660||2009-03-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P7661|ASSIG7661||2009-03-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P7662|ASSIG7662||2009-03-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P7668|ASSIG7668||2009-03-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P7684|ASSIG7684||2009-03-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P7691|ASSIG7691||2009-03-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P7694|ASSIG7694||2009-03-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P7699|ASSIG7699||2009-03-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P7700|ASSIG7700||2009-03-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P7701|ASSIG7701||2009-03-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P7704|ASSIG7704||2009-03-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P7717|ASSIG7717||2009-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P7718|ASSIG7718||2009-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P7719|ASSIG7719||2009-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P7814|ASSIG7814||2009-04-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P7816|ASSIG7816||2009-04-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P7827|ASSIG7827||2009-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P7896|ASSIG7896||2009-04-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7897|ASSIG7897||2009-04-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P7916|ASSIG7916||2009-04-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P7917|ASSIG7917||2009-04-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P7918|ASSIG7918||2009-04-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P7919|ASSIG7919||2009-04-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P7920|ASSIG7920||2009-04-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P7974|ASSIG7974||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7975|ASSIG7975||2009-05-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P7976|ASSIG7976||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7977|ASSIG7977||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7978|ASSIG7978||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7979|ASSIG7979||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7980|ASSIG7980||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7981|ASSIG7981||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7982|ASSIG7982||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7983|ASSIG7983||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7984|ASSIG7984||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7985|ASSIG7985||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7986|ASSIG7986||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7987|ASSIG7987||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7988|ASSIG7988||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7989|ASSIG7989||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7990|ASSIG7990||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7991|ASSIG7991||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7992|ASSIG7992||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7993|ASSIG7993||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7994|ASSIG7994||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7995|ASSIG7995||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7996|ASSIG7996||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7997|ASSIG7997||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7998|ASSIG7998||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P7999|ASSIG7999||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8000|ASSIG8000||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8001|ASSIG8001||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8002|ASSIG8002||2009-05-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P8003|ASSIG8003||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8004|ASSIG8004||2009-05-13|4712-12-31|FTE|1||
