ACTION_OCCURRENCE_ID|ADDS_TO_BUDGET|ASSIGN_WORK_MEASURE_ID|ASSIGNMENT_ID|BUSINESS_GROUP_ID|FFECTIVE_START_DATE|EFFECTIVE_END_DATE|UNIT|VALUE|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
|Y|ASG_FTE_P3669|ASSIG3669||2005-09-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P3671|ASSIG3671||2005-09-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P3673|ASSIG3673||2005-09-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P4478|ASSIG4478||2006-06-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P1937|ASSIG1937||2004-05-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P1983|ASSIG1983||2004-03-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P1984|ASSIG1984||2004-03-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P1991|ASSIG1991||2004-03-18|4712-12-31|FTE|1||
|Y|ASG_FTE_P1999|ASSIG1999||2004-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P2000|ASSIG2000||2004-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P2001|ASSIG2001||2004-03-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P2002|ASSIG2002||2004-03-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P2006|ASSIG2006||2004-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2007|ASSIG2007||2004-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2008|ASSIG2008||2004-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2009|ASSIG2009||2004-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2010|ASSIG2010||2004-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2014|ASSIG2014||2004-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P2042|ASSIG2042||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2055|ASSIG2055||2004-04-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P2059|ASSIG2059||2004-04-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P2062|ASSIG2062||2004-04-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P2068|ASSIG2068||2004-04-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P2071|ASSIG2071||2004-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P2079|ASSIG2079||2004-04-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P2081|ASSIG2081||2004-04-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P2082|ASSIG2082||2004-04-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P2108|ASSIG2108||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2109|ASSIG2109||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2110|ASSIG2110||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2111|ASSIG2111||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2112|ASSIG2112||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2113|ASSIG2113||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2114|ASSIG2114||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2115|ASSIG2115||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2116|ASSIG2116||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2117|ASSIG2117||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2119|ASSIG2119||2004-04-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P2120|ASSIG2120||2004-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2138|ASSIG2138||2004-05-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P2139|ASSIG2139||2004-05-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P2140|ASSIG2140||2004-05-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P2142|ASSIG2142||2004-05-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P2143|ASSIG2143||2004-05-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P2144|ASSIG2144||2004-05-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P2145|ASSIG2145||2004-05-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P2147|ASSIG2147||2004-05-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P2149|ASSIG2149||2004-05-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P2155|ASSIG2155||2004-05-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P2158|ASSIG2158||2004-05-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P2160|ASSIG2160||2004-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P2172|ASSIG2172||2004-05-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P2174|ASSIG2174||2004-05-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P2197|ASSIG2197||2004-05-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P2198|ASSIG2198||2004-05-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P2211|ASSIG2211||2004-06-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2212|ASSIG2212||2004-05-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P2229|ASSIG2229||2004-06-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P2239|ASSIG2239||2004-06-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P2244|ASSIG2244||2004-06-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P2261|ASSIG2261||2004-06-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P2262|ASSIG2262||2004-06-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P2285|ASSIG2285||2004-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2345|ASSIG2345||2004-06-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P2362|ASSIG2362||2004-07-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P2365|ASSIG2365||2004-07-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P2404|ASSIG2404||2004-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P2406|ASSIG2406||2004-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P2412|ASSIG2412||2004-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P2463|ASSIG2463||2004-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P2486|ASSIG2486||2004-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P2488|ASSIG2488||2004-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P2500|ASSIG2500||2004-09-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P2537|ASSIG2537||2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2553|ASSIG2553||2004-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2554|ASSIG2554||2004-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2555|ASSIG2555||2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2563|ASSIG2563||2004-09-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2564|ASSIG2564||2004-09-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2575|ASSIG2575||2004-09-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P2580|ASSIG2580||2004-10-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P2583|ASSIG2583||2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2584|ASSIG2584||2004-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P2589|ASSIG2589||2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2592|ASSIG2592||2004-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P2599|ASSIG2599||2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2632|ASSIG2632||2004-10-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P2634|ASSIG2634||2004-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P2635|ASSIG2635||2004-10-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P2641|ASSIG2641||2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2643|ASSIG2643||2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2650|ASSIG2650||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2652|ASSIG2652||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2653|ASSIG2653||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2655|ASSIG2655||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2656|ASSIG2656||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2657|ASSIG2657||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2658|ASSIG2658||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2659|ASSIG2659||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2660|ASSIG2660||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2703|ASSIG2703||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2705|ASSIG2705||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2706|ASSIG2706||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2708|ASSIG2708||2004-11-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P2710|ASSIG2710||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2711|ASSIG2711||2004-11-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P2713|ASSIG2713||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2716|ASSIG2716||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2724|ASSIG2724||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2739|ASSIG2739||2004-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2755|ASSIG2755||2004-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2761|ASSIG2761||2004-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P2763|ASSIG2763||2004-12-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P2765|ASSIG2765||2004-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P2766|ASSIG2766||2004-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P2787|ASSIG2787||2004-11-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P2792|ASSIG2792||2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P2793|ASSIG2793||2004-11-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P2819|ASSIG2819||2004-12-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2820|ASSIG2820||2004-12-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P2847|ASSIG2847||2004-12-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P2851|ASSIG2851||2004-12-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P2853|ASSIG2853||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2854|ASSIG2854||2004-12-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P2862|ASSIG2862||2005-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P2863|ASSIG2863||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P2864|ASSIG2864||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P2880|ASSIG2880||2005-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P2886|ASSIG2886||2005-01-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P2889|ASSIG2889||2005-01-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P2897|ASSIG2897||2005-01-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P2951|ASSIG2951||2005-01-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P2984|ASSIG2984||2005-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P2992|ASSIG2992||2005-02-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P3000|ASSIG3000||2005-02-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P3001|ASSIG3001||2005-02-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P3010|ASSIG3010||2005-02-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P3035|ASSIG3035||2005-02-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P3045|ASSIG3045||2005-02-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P3082|ASSIG3082||2005-03-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P3083|ASSIG3083||2005-03-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P3085|ASSIG3085||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3086|ASSIG3086||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3087|ASSIG3087||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3088|ASSIG3088||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3089|ASSIG3089||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3090|ASSIG3090||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3092|ASSIG3092||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3093|ASSIG3093||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3094|ASSIG3094||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3095|ASSIG3095||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3096|ASSIG3096||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3097|ASSIG3097||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3098|ASSIG3098||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3100|ASSIG3100||2005-03-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P3101|ASSIG3101||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3102|ASSIG3102||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3104|ASSIG3104||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3105|ASSIG3105||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3106|ASSIG3106||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3107|ASSIG3107||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3108|ASSIG3108||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3109|ASSIG3109||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3110|ASSIG3110||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3111|ASSIG3111||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3112|ASSIG3112||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3113|ASSIG3113||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3114|ASSIG3114||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3120|ASSIG3120||2005-05-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P3122|ASSIG3122||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3123|ASSIG3123||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3126|ASSIG3126||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3138|ASSIG3138||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3143|ASSIG3143||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3144|ASSIG3144||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3145|ASSIG3145||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3146|ASSIG3146||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3148|ASSIG3148||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3149|ASSIG3149||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3150|ASSIG3150||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3151|ASSIG3151||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3152|ASSIG3152||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3153|ASSIG3153||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3160|ASSIG3160||2005-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3161|ASSIG3161||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3163|ASSIG3163||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3164|ASSIG3164||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3165|ASSIG3165||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3168|ASSIG3168||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3169|ASSIG3169||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3170|ASSIG3170||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3171|ASSIG3171||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3172|ASSIG3172||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3173|ASSIG3173||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3176|ASSIG3176||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3178|ASSIG3178||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3179|ASSIG3179||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3182|ASSIG3182||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3184|ASSIG3184||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3186|ASSIG3186||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3188|ASSIG3188||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3190|ASSIG3190||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3191|ASSIG3191||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3192|ASSIG3192||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3193|ASSIG3193||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3195|ASSIG3195||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3196|ASSIG3196||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3197|ASSIG3197||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3198|ASSIG3198||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3207|ASSIG3207||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3209|ASSIG3209||2005-04-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P3211|ASSIG3211||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3213|ASSIG3213||2005-04-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P3214|ASSIG3214||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3215|ASSIG3215||2005-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3228|ASSIG3228||2005-04-18|4712-12-31|FTE|1||
|Y|ASG_FTE_P3237|ASSIG3237||2005-04-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P3240|ASSIG3240||2005-05-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P3250|ASSIG3250||2005-05-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P3251|ASSIG3251||2005-04-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P3261|ASSIG3261||2005-05-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P3267|ASSIG3267||2005-05-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P3278|ASSIG3278||2005-05-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P3287|ASSIG3287||2005-05-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P3291|ASSIG3291||2005-05-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P3307|ASSIG3307||2005-05-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P3327|ASSIG3327||2005-05-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3333|ASSIG3333||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3334|ASSIG3334||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3335|ASSIG3335||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3336|ASSIG3336||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3337|ASSIG3337||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3338|ASSIG3338||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3340|ASSIG3340||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3341|ASSIG3341||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3342|ASSIG3342||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3343|ASSIG3343||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3344|ASSIG3344||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3345|ASSIG3345||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3346|ASSIG3346||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3347|ASSIG3347||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3348|ASSIG3348||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3349|ASSIG3349||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3350|ASSIG3350||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3351|ASSIG3351||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3352|ASSIG3352||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3353|ASSIG3353||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3354|ASSIG3354||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3355|ASSIG3355||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3356|ASSIG3356||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3358|ASSIG3358||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3359|ASSIG3359||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3360|ASSIG3360||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3362|ASSIG3362||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3363|ASSIG3363||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3364|ASSIG3364||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3369|ASSIG3369||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3373|ASSIG3373||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3374|ASSIG3374||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3375|ASSIG3375||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3376|ASSIG3376||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3377|ASSIG3377||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3378|ASSIG3378||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3379|ASSIG3379||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3380|ASSIG3380||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3381|ASSIG3381||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3382|ASSIG3382||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3383|ASSIG3383||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3384|ASSIG3384||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3385|ASSIG3385||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3386|ASSIG3386||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3387|ASSIG3387||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3388|ASSIG3388||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3389|ASSIG3389||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3390|ASSIG3390||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3391|ASSIG3391||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3392|ASSIG3392||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3393|ASSIG3393||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3394|ASSIG3394||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3396|ASSIG3396||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3397|ASSIG3397||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3398|ASSIG3398||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3399|ASSIG3399||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3400|ASSIG3400||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3402|ASSIG3402||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3403|ASSIG3403||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3404|ASSIG3404||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3405|ASSIG3405||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3406|ASSIG3406||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3408|ASSIG3408||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3409|ASSIG3409||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3410|ASSIG3410||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3411|ASSIG3411||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3412|ASSIG3412||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3413|ASSIG3413||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3414|ASSIG3414||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3415|ASSIG3415||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3416|ASSIG3416||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3417|ASSIG3417||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3418|ASSIG3418||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3419|ASSIG3419||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3420|ASSIG3420||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3421|ASSIG3421||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3422|ASSIG3422||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3423|ASSIG3423||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3424|ASSIG3424||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3425|ASSIG3425||2005-06-07|4712-12-31|FTE|1||
