JOB_ID|EFFECTIVE_START_DATE|EFFECTIVE_END_DATE|JOB_CODE|NAME|SET_ID|BUSINESS_GROUP_ID|JOB_FAMILY_ID|BENCHMARK_JOB_ID|ACTION_OCCURRENCE_ID|ACTIVE_STATUS|BENCHMARK_JOB_FLAG|MED_CHECKUP_REQ|REGULAR_TEMPORARY|FULL_PART_TIME|JOB_FUNCTION_CODE|MANAGER_LEVEL|APPROVAL_AUTHORITY|ATTRIBUTE_CATEGORY|ATTRIBUTE1|ATTRIBUTE2|ATTRIBUTE3|ATTRIBUTE4|ATTRIBUTE5|ATTRIBUTE6|ATTRIBUTE7|ATTRIBUTE8|ATTRIBUTE9|ATTRIBUTE10|ATTRIBUTE11|ATTRIBUTE12|ATTRIBUTE13|ATTRIBUTE14|ATTRIBUTE15|ATTRIBUTE16|ATTRIBUTE17|ATTRIBUTE18|ATTRIBUTE19|ATTRIBUTE20|ATTRIBUTE21|ATTRIBUTE22|ATTRIBUTE23|ATTRIBUTE24|ATTRIBUTE25|ATTRIBUTE26|ATTRIBUTE27|ATTRIBUTE28|ATTRIBUTE29|ATTRIBUTE30|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
KTG_JOB_49|2000-03-09|4712-12-31|KTG_JOB_CODE_49|Директор - главный бухгалтер|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_49
KTG_JOB_6|2000-03-09|4712-12-31|KTG_JOB_CODE_6|Директор департамента|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_6
KTG_JOB_74|2000-03-09|4712-12-31|KTG_JOB_CODE_74|Директор Представительства|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_74
KTG_JOB_305|2000-03-09|4712-12-31|KTG_JOB_CODE_305|Директор филиала|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_305
KTG_JOB_249|2000-03-09|4712-12-31|KTG_JOB_CODE_249|Диспетчер|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY2|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_249
KTG_JOB_605|2000-03-09|4712-12-31|KTG_JOB_CODE_605|Заведующая канцелярией|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY6|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_605
KTG_JOB_45|2000-03-09|4712-12-31|KTG_JOB_CODE_45|Заведующий канцелярией|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_45
KTG_JOB_245|2000-03-09|4712-12-31|KTG_JOB_CODE_245|Заведующий сектором|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY2|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_245
KTG_JOB_164|2000-03-09|4712-12-31|KTG_JOB_CODE_164|Заведующий хозяйством|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY2|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_164
KTG_JOB_516|2000-03-09|4712-12-31|KTG_JOB_CODE_516|Заместитель Генерального директора|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY5|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_516
KTG_JOB_199|2000-03-09|4712-12-31|KTG_JOB_CODE_199|Заместитель генерального директора по Амангельдинскому проекту|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_199
KTG_JOB_178|2000-03-09|4712-12-31|KTG_JOB_CODE_178|Заместитель генерального директора по внешним экономическим связям|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_178
KTG_JOB_377|2000-03-09|4712-12-31|KTG_JOB_CODE_377|Заместитель Генерального директора по газовым проектам|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_377
KTG_JOB_400|2000-03-09|4712-12-31|KTG_JOB_CODE_400|Заместитель Генерального директора по капитальному строительству|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_400
KTG_JOB_340|2000-03-09|4712-12-31|KTG_JOB_CODE_340|Заместитель Генерального директора по маркетингу газа|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY5|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_340
KTG_JOB_808|2000-03-09|4712-12-31|KTG_JOB_CODE_808|Заместитель Генерального директора по маркетингу и коммерции|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_808
KTG_JOB_626|2000-03-09|4712-12-31|KTG_JOB_CODE_626|Заместитель Генерального директора по поддержке бизнеса|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY5|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_626
KTG_JOB_177|2000-03-09|4712-12-31|KTG_JOB_CODE_177|Заместитель генерального директора по производству|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_177
KTG_JOB_176|2000-03-09|4712-12-31|KTG_JOB_CODE_176|Заместитель Генерального директора по развитию|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY5|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_176
KTG_JOB_638|2000-03-09|4712-12-31|KTG_JOB_CODE_638|Заместитель Генерального директора по развитию бизнеса|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY5|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_638
KTG_JOB_480|2000-03-09|4712-12-31|KTG_JOB_CODE_480|Заместитель Генерального директора по региональному развитию|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY1|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_480
KTG_JOB_676|2000-03-09|4712-12-31|KTG_JOB_CODE_676|Заместитель Генерального директора по ресурсной базе|188772AEC118AD11E053A647660A0CF2|188772AEC11AAD11E053A647660A0CF2|KTG_JOB_FAMILY5|||A|N|N|R||||0||||||||||||||||||||||||||||||||JOBCODE_TBL|KTG_JOB_676
